idiom,syntax_markers,meaning_uz,meaning_number,homonym_number,variants,synonyms,antonyms,register_note,example_uz,source_author,source_work
TARKI DUNYO QILMOQ,kim?,"barcha dunyoviy ishlardan voz kechmoq, dunyoviy ishlar bilan qiziqmay, shug’ullanmay qo’ymoq.",,,,,,,"U zamonlarda qo’ralarimiz qo’y bilan, qo’rg’onlarimiz suli bilan to’la edi. Sen tarki dunyo qilgandan keyin xayr-u baraka uchdi, bu kunlarda qul topib sotish nari tursin, o’z qulligimni o’zim qilishga majburman.",S.Ayniy,Qullar
TAROZI BOSADIGAN,,"mazmuni, muhimligi bilan ustunlikni ta’minlaydigan. U",,,,,,,bu majlisga Saidg’ozi bilan birga kechalari uyqusini harom qilib tayyorlandi. Tarozi bosadigan dalillar to’pladi.,S.Anorboyev,Oqsoy
TARVUZ(I) QO’LTIG’(I)DAN TUSHDI,kimning?,"umidi puchga chiqib, bo’shashmoq.",,,,,,,"Haligi [«Sovchilikka borasiz deb solsa-chi» degan] xayoli chippakka chiqqanini ko’rib, xolaning tarvuzi qo’ltig’idan tushdi. Talaba tarvuzi qo’ltig’idan tushgancha tashqariga chiqdi.",S.Anorboyev,Oqsoy
"TATA-TAT, USTA NADIRMAT",,"behuda, natijasiz shovqin-suron, quruq gap-so’z.",,,,,,,"Mana, xabaringiz bordir, fabrika qurmoqchimiz... Bilim kerak axir qurish uchun. Tata-tat, usta Nadirmat bilan ish bitmaydi. .",,
TATIG’INI YEMOQ,,(yoki,,,,,,,,,
TOTMOQ,,) kam. qo’ll.,,,,,,,,,
TOTMOQ,,"jazosini tortmoq, adabini, ta’zirini yemoq.",1,,,,,,"Ha, bu qilmishing uchun tatig’ingni yeysan",,
TOTMOQ,,"mazasini, lazzatini totmoq.",2,,,,,,Ko’p yillar tinchgina turgan qilichning tatig’in dushman totajak endi.,,
TAXI BUZILMAGAN,nima? nimaning?,"yap-yangi, hali iste’molda bo’lmagan.",,,,,,,"Shu topda Zebo taxi buzilmagan atlas ro’molchasini unga tutqizgisi kelib turgan edi. U qalbining tubiga qarasa, hali «taxi buzilmagan» sevgi istagi ko’rinadi, har safar o’zini sevimli his qilsa, bu istak qo’zg’alib, bir daraja o’sadi.",P.Qodirov,Uch ildiz
TAXIRINI CHIQARMOQ,kim? kimning?,"sharmanda qilmoq, izza qilmoq; pachavasini chiqarmoq.",,,,,,,"...vaqti kelib, hovuridan tushib qolar, deb o’ziga sabr berib, erining taxirini ko’chaga chiqarmadi. Аmmo so’kaverib, bir-ikkita vakilning taxirini chiqarib yubordi.",R.Rahmon,Qiz – aziz farzand-ku! «Mushtum»
TAXTAGA TORTMOQ 1,kim? kimni,? o’ta qiyin-qistovli ahvolga tushirmoq.,,,taxtaga tortilmoq,,,,"Oqsoqol uni ikki modda bilan taxtaga tortib, til-jag’ini bog’lab qo’ygan edi. shu lahzada [Qalandarov] o’zi taxtaga tortilayotganini payqadi-da, bu holatdan chiqish uchun shovqin solishdan boshqa chora topolmadi.",A.Qahhor,Sinchalak
TAXTAGA TORTMOQ 1,kim? kimni,"o’lik holatga keltirmoq, har qanday ijobiy xislatdan mahrum qilmoq.",2,,taxtaga tortilmoq,,,,"Bu til har qanday jonli fikrga kafan kiygizadi, har qanaqa o’ynoqi mazmunni taxtaga tortadi, har qanaqa lektorni g’urbatning uyasiga, har qanaqa auditoriyani o’lik chiqqan hovliga aylantiradi!",A.Qahhor,Quyushqon
TAXTA-O’QLOG’INI YIG’ISHTIRMOQ,kim?,biror faoliyat bilan shug’ullanishni to’xtatmoq.,,,,,,,... ishi chippakka chiqqan kosiblar birin-ketin taxta-o’qlog’ini yig’ishtirayotganligini va hokazoni tasvirlab ketdi.,,
TAXTDAN TUSHMOQ,kim,? hukmdorlik lavozimidan mahrum bo’lmoq.,,,,,taxtga o’tirmoq,,"Bir kuni Haydar ota shaharga borgan edi, «... taxtdan tushdi», – degan gapni eshitib qoldi.",A.Qahhor,Asror bobo
TAXTGA O’TIRMOQ,kim?,hukmdorlik lavozimiga molik bo’lmoq.,,,,,taxtdan tushmoq,,Xudoyorxon 1283-yil taxtga o’tirishida eshigi ochiq – bo’sh xazinagagina ega bo’lgan edi.,A.Qodiriy,Mehrobdan chayon
TAYIN(I) YO’Q,kimning?,"ishonib bo’lmaydigan, muqimlik yetishmaydigan.",,,,,,,"«Menga hadeb bunaqangi tikilavermang!», – dedim. Shundan beri nariroqdan yuradi. Sen ham shunday qil! Uning tayini yo’q. Eha, munday o’ylab qarasa, u chaqirgan odamlarning bari lakot, soqolli-soqolsiz, oriq-semiz, katta-kichik lakotlar – birortasining ham tayini yo’q, kimning qo’li uzun kelsa, o’shaning tarafida…",,
TAYYOR OSH,,mehnatsiz daromad.,,,,,,,"…Endi tushundim… Chakki o’ylabsan. Kemaga tushganlarning joni bir-u, seniki boshqa ekan-da... Bilib qo’y, bizda ham tayyor osh yo’q.",S.Ahmad,Qaytish
TAYYOR OSHGA BAKOVUL BO’LMOQ,kim?,boshqalar mehnati samarasidan o’zi hissa qo’shmay foydalanmoq.,,,,tayyorga; ayyor bo’lmoq,,,"Tayyor oshga bakovul bo’laman desang, hammaning ham ko’ziga xunuk ko’rinasan.",A.Qahhor,Qo’shchinor chiroqlari
TAYYOR OSHGA BAKOVUL,kim? kimlar?,boshqalar mehnati samarasidan o’zi hissa qo’shmay foydalanuvchi (,,,,,,,"kishi Shu deyman, bog’lari gurkirab turgan katta, chiroyli shahar qursak bir-ikki yildan keyin bu yerga har xil ola-quroq odam yopirilib kelsa... Ular orasida yulg’ichlar, meshchanlar bo’ladi. Shunisi alam qiladi, tayyor oshga bakovul. Ana o’shalarni bu yerga qo’ymaslikning chorasi yo’qmikan?",A.Muxtor,Tug’ilish
TAYYOR OSHGA QOSHIQ SOLMOQ,kim?,boshqalar mehnati samarasidan foydalanmoq.,,,,,,,"«…Lekin asosiy daromadlarni katta o’pirmasdan, har yoqdan mablag’ jamg’arib, yaxshigina bir ishni bajarsak deyman-da». – «To’g’ri, tayyor oshga qoshiq solmoq – juda oson narsa», – dedi. Durust, hiyla izlab topar aqling bor ekan, O’ktam».",,
TAYYORGA AYYOR BO’LMOQ,kim?,boshqalar mehnati samarasidan o’zi hissa qo’shmay foydalanmoq.,,,,tayyor oshga bakovul bo’lmoq,,,"O’ktam «Sakson» ota bilan uchrashdi. Qish pallasi cholni koyitmaslik uchun qishloqda qolishga qistasalar ham, uni ko’ndira olmagan edilar. U qovog’ini solib degan edi: «Suvni yoshlar chiqarsin, men tayyorga ayyor bo’lay. Yo’q! Suv keltirar mard kishi, ekin ekar har kishi».",,
TASHRIF BUYURMOQ,kim,? biror kishi huzuriga o’z izzat-hurmati bilan kelmoq (ko’tarinki).,,,,,,,Ulug’ amir Nizomiddin Alisher tashrif buyurdilar.,I.Sulton,Navoiy
TASHVISH TORTMOQ,kim? nima haqida?,tashvish qilmoq.,,,tashvish chekmoq,,,,"Saodat bilan bo’lsa va’dalashib qo’yganmiz, bu to’g’rida hech tashvish tortmasam ham bo’ladi «Aya, sira, tashvish tortmang, – dedi Komila iljayib,– dunyodan toq o’tmasman».",,
TASHVISH TORTMOQ,kim? nima haqida?,xavotir bo’lmoq.,2,,tashvish chekmoq,,,,Siddiqjonning isitmasi bu qadar ko’tarilganidan tashvish tortgan Boltaboy doktor olib keldi. Rixsiboy akaning sir ochilib qolishidan tashvish chekayotgani uni ham cho’chitdi.,R.Fayziy,Cho’lga bahor keldi
TASHVISHGA SOLMOQ,kim? kimni?,"tashvish qilishiga sabab bo’lmoq, tashvishli holatga qo’ymoq.",,,,ko’ngl(i)ga g’ashlik solmoq,,,"Qizni tashvishga solgan qiyinchiliklar nima bo’lishi mumkinligi to’g’risida yigit uzoq bosh qotirdi. To’g’risini aytsam, bu narsa shu bugungacha meni tashvishga solmagan edi.",O.Yoqubov,Yangi yil kechasida
TASHVISHGA TUSHMOQ,kim?,o’z-o’zicha tashvish qilmoq.,,,,,,,"Tanqid deganda ... og’zidan chiqqan bu gapdan Saida tashvishga tushgan bo’lsa ham, qah-qah urib kuldi. Vohid kecha telegrammani olganda qanchalik tashvishga tushmasin, bunchalik bema’ni va ahmaqona bir muammoga duch kelishini tasavvur etmagan edi!",O.Yoqubov,Tilla uzuk
TANGLAY(I)NI TAQILLATMOQ,kim? [o’zining],"tanglay bilan til orasida qandaydir tovush chiqarib, hayrat, ofarin mazmunini bildirmoq.",,,,,,,"Chetlari yelimdan sarg’ayib ketgan gazeta parchasida aqlli ko’zlarida jasorat chaqnagan, sochi qalin, yuzi yumaloqqina qiz kulib turardi. Hamma bir-bir qo’lga olarkan, birov qilgan ishiga, birov husniga qoyil qolib, tanglayini taqillatdi. Onaxon uch gazlik arqoqqa mugizmokini shunday qulochkashlab otar ediki, mokining chodir pesh tomoniga tushib qolmagani hammani hayratga soldirardi. Shuning uchun xotinlar ko’pincha uning do’koni atrofida to’planib, tanglaylarini taqillatishib ishini tomosha qilishar edi.",A.Muxtor,Opa-singillar
TANGRI KO’TURMOQ,,[tӓŋri kӧtür=] tar.,,,,,,,No’shiravoni odilga bir kishi kelib bashorat keturdikim: «Falon dushmaningni tangri ko’turdi».,S.Saroyi,Gulistoni bit-turkiy
TANGRIG’A TAVAKKAL QILMOQ,,[tӓŋriγӓ tӓvӓkkӓl qïl=] tar.,,,,,,,"Men dag’i tangrig’a tavakkal qilib, himmat belin rag’bat eli bilan bog’lab boshladim.",S.Saroyi,Gulistoni bit-turkiy
TA’B(I) OLINDI,kimning? nimadan?,yaxshi kayfiyati yomon kayfiyat bilan almashdi.,,,,,ta’b(i); ochildi,,Haydar nimadandir Anorxonning ta’bi olinganini sezdi.,I.Rahim,Ixlos
TA’B(I)NI OCHIB YUBORMOQ,nima? kimning?,yomon kayfiyati yaxshi kayfiyat bilan almashdi.,,,TA’B(I) OCHILDI,,ta’b(i) olindi,,"Bu muhabbat hikoyasidan, balki ikki pok dil do’st topganidan Jumanning ta’bi ochilib, kunduzgi xafagarchiliklar ham ko’nglidan ko’tarilib ketgan edi. Bo’taboy nimadandir ta’bi ochilib, nimadandir ko’ngliga g’ashlik tushib chiqib ketdi. Saidaning ustidan arz qilishiga arzimaydi degan qanoat Qalandarovning ta’bini ochib yuborgan edi.",A.Qahhor,Sinchalak
TA’B(I)NI TIRRIQ QILMOQ,nima? yoki kim? kimning?,kayfiyati yomonlashdi.,,,TA’B(I) TIRRIQ BO’LDI; tabiat(i) tirriq bo’ldi,ta’b(i); xira bo’ldi; ta’b(i)ni xira; qilmoq; kayf(i)ni buzmoq; kayf(i) buzildi. 2,,,"– kim? nima? kimning? kim? kimning? [o’zining] – kimning? O’zi-ku qandaydir ayb sezib, lekin buning nimaligini aniqlay olmay ta’bi tirriq bo’lib yuribdi. Bunday izg’irin cho’l bag’rida kezib qolar, A’zamga o’xshaganlarni junjitib, ta’bini tirriq qilardi.",P.Qodirov,Uch ildiz
TA’B(I) TIRRIQ,kimning?,"kayfiyati yomon, xafa.",,,ta’b(i); tirriq [ekan]ligi,kayf(i); buzuq; ta’b(i) xira,,,": kimning? Lekin endi Elchibekning hafsalasi pir, iflos, shilimshiq bir narsa yeb qo’yganday, ta’bi tirriq edi Ta’bi tirriqligi ham tarqab, «Bizning yorga salom denglar», – deb pichirladi.",S.Anorboyev,Oqsoy
TA’B(I) TORTDI,[kimning?],yoqtirmoq.,,,,ko’ngl(i) tortdi; xush ko’rmoq,,,"ba’zi bir ta’bi tortgan odamlarga: «To’yga birga bo’ling»,– deb qo’yadi o’zicha.",,
TA’B(I) XIRA,kimning?,"kayfiyati yomon, xafa.",,,ta’b(i); namozshom; tabiat(i) xira; kayf(i) buzuq; ta’b(i); tirriq,,,,"Faqat G’uzor begining ta’bi xira, qovog’ini ochmas edi. Muhokama boshlandi. Ammo Sherbekning qulog’iga gap kirmas, ta’bi namozshom edi Rahmonqulov idorasiga qaytib ketdi.U juda horg’in, bir nimasini yo’qotganday tabiati xira, asabiy edi.",A.Muxtor,Tug’ilish
TA’B(I)NI XIRA QILMOQ,kim? yoki nima? kimning?,kayfiyati yomonlashdi.,,,TA’B(I) XIRA BO’LDI; ta’bni xira; qilmoq; ta’b(i) kir bo’ldi–; ta’b(i)ni kir qilmoq; tabiat(i) xira; bo’ldi – tabiat(i)ni xira qilmoq; ta’b(i) tirriq bo’ldi; – ta’b(i)ni tirriq qilmoq; kayf(i)ni buzmoq; kayf(i) buzildi,,,,"– kimning? Hasan ovchi... ta’bi xira bo’lganicha indamay pastga tushib ketdi. Bu gap ancha vaqtdan buyon Roziya xolaning ta’bini xira qilib kelgan. Xushxabar bo’lsa, o’z oyog’i bilan kelaveradi, o’rtoq Murodova. Mening gapim biroz ta’bni xira qiladiganroq. Bir kuni besh-oltita ochiq xotin orasiga kirib qolib, ne vaqtgacha ko’nglim g’ash, ta’bim kir bo’lib yurdim. Bu xunuk ma’lumotdan tabiati xira bo’lgan Mavlon ota issiqroq javob olish maqsadida yana so’radi..",S.Nazar,Yashil boylik
TA’B(I) XIRALASHDI,kimning?,kayfiyati yomonlashdi.,,,,,,,"Rahmonqulovning diliga tosh botganday bo’ldi. Huvillagan uyiga qaytib kelganda, ta’bi battar xiralashdi.",A.Muxtor,Tug’ilish
TA’BIR JOIZ BO’LSA,,аgar shunday deyish mumkin yoki o’rinli bo’lsa.,,,,,,,"Shovvozlarimiz, ta’bir joiz bo’lsa, cho’lga dastlab hujum boshlagan tankchilarimiz shular. Ta’bir joiz bo’lsa, tomir urishini sezib turish kerak.",I.Shamsharov,Qahramonlik yo’li
TA’NA(SI)GA QOLMOQ,kim? kimning?,noto’g’ri faoliyati uchun tanbeh so’zlari eshitmoq.,,,ta’naga qolmoq,,,,"Yaxshi niyat bilan boshlagan ishingga qarshi turdim, odamlarning ta’nasiga qoldim. Ayb menda, seni shu fakultetga yo’latmasligim kerak edi. Kiraman deb qo’ymading, lekin tushuntirishim kerak ediki, otasi badnom bo’lib ketgan joyda bolasi ta’nаga qoladi.",P.Qodirov,Uch ildiz
TA’SIR KO’RSATMOQ,kim? kimga?,ta’sir qilishga urinmoq.,,,,,,,"Lekin unda kishilarga namuna bo’ladigan katta fazilatlar yo’q edi, har bir odamni o’rganib, olijanob ta’sir ko’rsatib boshqarish juda qiyin edi.",P.Qodirov,Uch ildiz
TA’SIR(I)NI O’TKAZMOQ,kim? [o’zining] kimga?,"ta’sir qilib, o’z xohish-irodasiga bo’ysundirmoq.",,,,,,,"Siz Kenja, Po’latov va boshqa shunga o’xshaganlarga ta’siringizni o’tkazing, qoyil qolay. [Toshpo’latov] Akramovga ham chakana ta’sir o’tkazmadi!",R.Fayziy,Cho’lga bahor keldi
TA’ZIR(I)NI BERMOQ,kim? kimning?,yengil-yelpi jazolamoq.,,,,tanbeh bermoq,,,"orqali? kim? kimga? «Nega unaqa kulasan, Xayri, yaxshi emas. Yaxshi ko’rmasang, ochiq ayt, unaqa masxara qilma-da bola bechorani». – «Yaxshi ko’raman, juda yaxshi ko’raman. Bir ta’zirini berib qo’yay deb, atayin qilyapman». Xullasi, qarindosh-urug’, mahalla, tanish-bilishdan turtki yeyaverib, xit bo’lib ketdim, nomim yomonlikka yoyildi, kim ko’rgan ta’na qilib, ta’ zir beradi.",S.Ahmad,Qadrdon dalalar
